,id,name,alcoholic,category,glassType,instructions,drinkThumbnail,ingredients,ingredientMeasures,recipes
258,258,Nutty Irishman,Alcoholic,Shake,Highball Glass,Serve over ice,https://www.thecocktaildb.com/images/media/drink/xspupx1441248014.jpg,"['Baileys irish cream', 'Frangelico', 'Milk']","['1 part ', '1 part ', '1 part ']",question Generate a cocktail with Baileys irish cream Frangelico Milk answer Serve over ice
259,259,National Aquarium,Alcoholic,Ordinary Drink,Collins Glass,Pour all ingredients into a shaker of ice. Shake well. Serve on the rocks.,https://www.thecocktaildb.com/images/media/drink/dlw0om1503565021.jpg,"['Rum', 'Vodka', 'Gin', 'Blue Curacao', 'Sour mix', 'Lemon-lime soda']","['1/2 oz ', '1/2 oz ', '1/2 oz ', '1/2 oz ', '2 oz ', '1 splash ']",question Generate a cocktail with Rum Vodka Gin Blue Curacao Sour mix Lemon-lime soda answer Pour all ingredients into a shaker of ice. Shake well. Serve on the rocks.
260,260,New York Lemonade,Alcoholic,Cocktail,Cocktail glass,Serve in a chilled cocktail glass. Lemon and sugar the rim. Stir and Strain.,https://www.thecocktaildb.com/images/media/drink/b3n0ge1503565473.jpg,"['Absolut Citron', 'Grand Marnier', 'Lemon juice', 'Club soda']","['2 oz ', '1 oz ', '2 oz sweetened ', '1 oz ']",question Generate a cocktail with Absolut Citron Grand Marnier Lemon juice Club soda answer Serve in a chilled cocktail glass. Lemon and sugar the rim. Stir and Strain.
261,261,Nuked Hot Chocolate,Non alcoholic,Cocoa,Coffee mug,"Mix with a bit of milk (1 oz or so) in coffee mug. Nuke mug for about 30-50 seconds. Stir until the heated cocoa dissolves. Fill mug with milk. Nuke for 1-2 minutes, depending on wattage and preferences as to burnt mouth parts.",https://www.thecocktaildb.com/images/media/drink/xcu6nb1487603142.jpg,"['Cocoa powder', 'Sugar', 'Vanilla extract', 'Milk']","['2 tsp ', '1 tsp ', '1/2 tsp ', '12 oz ']","question Generate a cocktail with Cocoa powder Sugar Vanilla extract Milk answer Mix with a bit of milk (1 oz or so) in coffee mug. Nuke mug for about 30-50 seconds. Stir until the heated cocoa dissolves. Fill mug with milk. Nuke for 1-2 minutes, depending on wattage and preferences as to burnt mouth parts."
262,262,Orgasm,Alcoholic,Ordinary Drink,Cocktail glass,"Shake all ingredients with ice, strain into a chilled cocktail glass, and serve.",https://www.thecocktaildb.com/images/media/drink/vr6kle1504886114.jpg,"['Creme de Cacao', 'Amaretto', 'Triple sec', 'Vodka', 'Light cream']","['1/2 oz white ', '1/2 oz ', '1/2 oz ', '1/2 oz ', '1 oz ']","question Generate a cocktail with Creme de Cacao Amaretto Triple sec Vodka Light cream answer Shake all ingredients with ice, strain into a chilled cocktail glass, and serve."
263,263,Old Pal,Alcoholic,Cocktail,Nick and Nora Glass,"Chill cocktail glass. Add ingredients to a mixing glass, and fill 2/3 full with ice. Stir about 20 seconds. Empty cocktail glass and strain into the glass. Garnish with a twist of lemon peel.",https://www.thecocktaildb.com/images/media/drink/x03td31521761009.jpg,"['Rye whiskey', 'Campari', 'Dry Vermouth']","['2 oz', '1 oz', '1 oz']","question Generate a cocktail with Rye whiskey Campari Dry Vermouth answer Chill cocktail glass. Add ingredients to a mixing glass, and fill 2/3 full with ice. Stir about 20 seconds. Empty cocktail glass and strain into the glass. Garnish with a twist of lemon peel."
264,264,Orangeade,Non alcoholic,Cocktail,Highball glass,"Place some ice cubes in a large tumbler or highball glass, add lemon juice, orange juice, sugar syrup, and stir well. Top up with cold soda water, serve with a drinking straw.",https://www.thecocktaildb.com/images/media/drink/ytsxxw1441167732.jpg,"['Lemon juice', 'Orange juice', 'Sugar syrup', 'Soda water']","['5 cl ', '15 cl ', '2-3 cl ', None]","question Generate a cocktail with Lemon juice Orange juice Sugar syrup Soda water answer Place some ice cubes in a large tumbler or highball glass, add lemon juice, orange juice, sugar syrup, and stir well. Top up with cold soda water, serve with a drinking straw."
265,265,Orange Whip,Alcoholic,Other / Unknown,Collins Glass,Pour ingredients over ice and stir.,https://www.thecocktaildb.com/images/media/drink/ttyrxr1454514759.jpg,"['Orange juice', 'Rum', 'Vodka', 'Cream', 'Ice']","['4 oz ', '1 oz ', '1 oz ', '1 package ', 'Over ']",question Generate a cocktail with Orange juice Rum Vodka Cream Ice answer Pour ingredients over ice and stir.
266,266,Orange Crush,Alcoholic,Shot,Shot glass,Add all ingredients to tumbler-Pour as shot,https://www.thecocktaildb.com/images/media/drink/zvoics1504885926.jpg,"['Vodka', 'Triple sec', 'Orange juice']","['1 oz ', '1 oz ', '1 oz ']",question Generate a cocktail with Vodka Triple sec Orange juice answer Add all ingredients to tumbler-Pour as shot
267,267,Orange Oasis,Alcoholic,Ordinary Drink,Highball glass,"Shake brandy, gin, and orange juice with ice and strain into a highball glass over ice cubes. Fill with ginger ale, stir, and serve.",https://www.thecocktaildb.com/images/media/drink/su1olx1582473812.jpg,"['Cherry brandy', 'Gin', 'Orange juice', 'Ginger ale']","['1/2 oz ', '1 1/2 oz ', '4 oz ', None]","question Generate a cocktail with Cherry brandy Gin Orange juice Ginger ale answer Shake brandy, gin, and orange juice with ice and strain into a highball glass over ice cubes. Fill with ginger ale, stir, and serve."
268,268,Old Fashioned,Alcoholic,Cocktail,Old-fashioned glass,"Place sugar cube in old fashioned glass and saturate with bitters, add a dash of plain water. Muddle until dissolved.
Fill the glass with ice cubes and add whiskey.

Garnish with orange twist, and a cocktail cherry.",https://www.thecocktaildb.com/images/media/drink/vrwquq1478252802.jpg,"['Bourbon', 'Angostura bitters', 'Sugar', 'Water']","['4.5 cL', '2 dashes', '1 cube', 'dash']","question Generate a cocktail with Bourbon Angostura bitters Sugar Water answer Place sugar cube in old fashioned glass and saturate with bitters, add a dash of plain water. Muddle until dissolved.
Fill the glass with ice cubes and add whiskey.

Garnish with orange twist, and a cocktail cherry."
269,269,Oreo Mudslide,Alcoholic,Ordinary Drink,Collins Glass,"Blend Vodka, Kahlua, Bailey's, ice-cream and the Oreo well in a blender. Pour into a large frosted glass. Garnish with whipped cream and a cherry.",https://www.thecocktaildb.com/images/media/drink/tpwwut1468925017.jpg,"['Vodka', 'Kahlua', 'Baileys irish cream', 'Vanilla ice-cream', 'Oreo cookie']","['1 oz ', '1 oz ', '1 oz ', '2 scoops ', '1 ']","question Generate a cocktail with Vodka Kahlua Baileys irish cream Vanilla ice-cream Oreo cookie answer Blend Vodka, Kahlua, Bailey's, ice-cream and the Oreo well in a blender. Pour into a large frosted glass. Garnish with whipped cream and a cherry."
270,270,Oatmeal Cookie,Alcoholic,Cocktail,Mason jar,"Just mix it all together.
It's meant to be a shot, but it works just fine as a proper adult-sized drink over lots of ice.

Tastes like an oatmeal cookie.",https://www.thecocktaildb.com/images/media/drink/bsvmlg1515792693.jpg,"['Kahlua', 'Baileys irish cream', 'Butterscotch schnapps', 'Jagermeister', 'Goldschlager']","['2 parts', '2 parts', '4 parts', '1 part', '1/2 part']","question Generate a cocktail with Kahlua Baileys irish cream Butterscotch schnapps Jagermeister Goldschlager answer Just mix it all together.
It's meant to be a shot, but it works just fine as a proper adult-sized drink over lots of ice.

Tastes like an oatmeal cookie."
271,271,Orange Push-up,Alcoholic,Ordinary Drink,Hurricane glass,Combine liquors in a blender. Add a half scoop of ice and blend. Garnish with an orange and cherry flag. So good it will melt in your mouth!!!,https://www.thecocktaildb.com/images/media/drink/mgf0y91503565781.jpg,"['Spiced rum', 'Grenadine', 'Orange juice', 'Sour mix']","['1.5 oz ', '0.5 oz ', '4 oz ', '1 splash ']",question Generate a cocktail with Spiced rum Grenadine Orange juice Sour mix answer Combine liquors in a blender. Add a half scoop of ice and blend. Garnish with an orange and cherry flag. So good it will melt in your mouth!!!
272,272,Orange Rosemary Collins,Alcoholic,Cocktail,Highball glass,Add the spirits to the bottom of the glass and top equally with the mixer drinks. Garnish with orange slices inside the glass as well as some rosemary on top.,https://www.thecocktaildb.com/images/media/drink/mokcas1604179977.jpg,"['Gin', 'Orange Juice', 'Lemon Juice', 'Rosemary Syrup', 'Soda Water', 'Rosemary', 'Orange Peel']","['1 shot', 'Top', 'Top', '25 ml', 'Top', 'Garnish with', 'Garnish with']",question Generate a cocktail with Gin Orange Juice Lemon Juice Rosemary Syrup Soda Water Rosemary Orange Peel answer Add the spirits to the bottom of the glass and top equally with the mixer drinks. Garnish with orange slices inside the glass as well as some rosemary on top.
273,273,Orange Scented Hot Chocolate,Non alcoholic,Cocoa,Coffee mug,"Combine all ingredients in heavy medium saucepan. Stir over low heat until chocolate melts. Increase heat and bring just to a boil, stirring often. Remove from heat and whisk untily frothy. Return to heat and bring to boil again. Remove from heat, whisk until frothy. Repeat heating and whisking once again. Discard orange peel. (Can be prepared 2 hours ahead. Let stand at room temperature. Before serving, bring just to boil, remove from heat and whisk until frothy.) Pour hot chocolate into coffee mugs. Makes 2 servings.",https://www.thecocktaildb.com/images/media/drink/hdzwrh1487603131.jpg,"['Milk', 'Chocolate', 'Orange peel', 'Espresso', 'Nutmeg']","['2 cups ', '4 oz chopped bittersweet or semi-sweet ', '3 2-inch strips ', '1/2 tsp instant ', '1/8 tsp ground ']","question Generate a cocktail with Milk Chocolate Orange peel Espresso Nutmeg answer Combine all ingredients in heavy medium saucepan. Stir over low heat until chocolate melts. Increase heat and bring just to a boil, stirring often. Remove from heat and whisk untily frothy. Return to heat and bring to boil again. Remove from heat, whisk until frothy. Repeat heating and whisking once again. Discard orange peel. (Can be prepared 2 hours ahead. Let stand at room temperature. Before serving, bring just to boil, remove from heat and whisk until frothy.) Pour hot chocolate into coffee mugs. Makes 2 servings."
274,274,Owen's Grandmother's Revenge,Alcoholic,Ordinary Drink,Highball glass,Add ingredients and mix in blender.,https://www.thecocktaildb.com/images/media/drink/0wt4uo1503565321.jpg,"['Whiskey', 'Beer', 'Lemonade', 'Ice']","['12 oz ', '12 oz ', '12 oz frozen ', '1 cup crushed ']",question Generate a cocktail with Whiskey Beer Lemonade Ice answer Add ingredients and mix in blender.
275,275,Paloma,Alcoholic,Cocktail,Collins glass,Stir together and serve over ice.,https://www.thecocktaildb.com/images/media/drink/samm5j1513706393.jpg,"['Grape Soda', 'Tequila']","['3 oz', '1 1/2 oz']",question Generate a cocktail with Grape Soda Tequila answer Stir together and serve over ice.
276,276,Paradise,Alcoholic,Ordinary Drink,Cocktail glass,Shake together over ice. Strain into cocktail glass and serve chilled.,https://www.thecocktaildb.com/images/media/drink/ejozd71504351060.jpg,"['Gin', 'Apricot Brandy', 'Orange Juice']","['7 parts', '4 parts', '3 parts ']",question Generate a cocktail with Gin Apricot Brandy Orange Juice answer Shake together over ice. Strain into cocktail glass and serve chilled.
277,277,Pink Gin,Alcoholic,Ordinary Drink,White wine glass,"Pour the bitters into a wine glass. Swirl the glass to coat the inside with the bitters, shake out the excess. Pour the gin into the glass. Do not add ice.",https://www.thecocktaildb.com/images/media/drink/qyr51e1504888618.jpg,"['Bitters', 'Gin']","['3 dashes ', '2 oz ']","question Generate a cocktail with Bitters Gin answer Pour the bitters into a wine glass. Swirl the glass to coat the inside with the bitters, shake out the excess. Pour the gin into the glass. Do not add ice."
278,278,Pegu Club,Alcoholic,Cocktail,Cocktail glass,"Shake, strain, up, cocktail glass",https://www.thecocktaildb.com/images/media/drink/jfkemm1513703902.jpg,"['Gin', 'Orange Curacao', 'Lime Juice', 'Angostura Bitters', 'Orange Bitters']","['1 1/2 oz', '3/4 oz', '3/4 oz', '1 dash', '1 dash']","question Generate a cocktail with Gin Orange Curacao Lime Juice Angostura Bitters Orange Bitters answer Shake, strain, up, cocktail glass"
279,279,Pink Lady,Alcoholic,Ordinary Drink,Cocktail glass,"Shake all ingredients with ice, strain into a cocktail glass, and serve.",https://www.thecocktaildb.com/images/media/drink/5ia6j21504887829.jpg,"['Gin', 'Grenadine', 'Light cream', 'Egg white']","['1 1/2 oz ', '1 tsp ', '1 tsp ', '1 ']","question Generate a cocktail with Gin Grenadine Light cream Egg white answer Shake all ingredients with ice, strain into a cocktail glass, and serve."
280,280,Pink Moon,Alcoholic,Cocktail,Whiskey Glass,"Slowly shake in a shaker with ice, strain into a square whiskey glass. Top with fresh ice. Add the blackberries to garnish. Add flowers and a green leaf for a special look!",https://www.thecocktaildb.com/images/media/drink/lnjoc81619696191.jpg,"['Gin', 'Coconut Liqueur', 'Elderflower cordial', 'Lime Juice', 'Blackberries']","['1 shot', '1 shot', '25 ml', '30 ml', 'Garnish with']","question Generate a cocktail with Gin Coconut Liqueur Elderflower cordial Lime Juice Blackberries answer Slowly shake in a shaker with ice, strain into a square whiskey glass. Top with fresh ice. Add the blackberries to garnish. Add flowers and a green leaf for a special look!"
281,281,Penicillin,Alcoholic,Cocktail,Old-fashioned glass,"Shake blended Scotch, lemon juice, honey syrup and ginger syrup with ice. Strain over large ice in chilled rocks glass. Float smoky Scotch on top (be sure to use a smoky Scotch such as an Islay single malt). Garnish with candied ginger.",https://www.thecocktaildb.com/images/media/drink/hc9b1a1521853096.jpg,"['Blended Scotch', 'Lemon Juice', 'Honey syrup', 'Ginger Syrup', 'Islay single malt Scotch']","['2 oz', '3/4 oz', '2 tsp', '2 tsp', '1/4 oz']","question Generate a cocktail with Blended Scotch Lemon Juice Honey syrup Ginger Syrup Islay single malt Scotch answer Shake blended Scotch, lemon juice, honey syrup and ginger syrup with ice. Strain over large ice in chilled rocks glass. Float smoky Scotch on top (be sure to use a smoky Scotch such as an Islay single malt). Garnish with candied ginger."
282,282,Pisco Sour,Alcoholic,Cocktail,Cocktail glass,"Vigorously shake and strain contents in a cocktail shaker with ice cubes, then pour into glass and garnish with bitters.
",https://www.thecocktaildb.com/images/media/drink/tsssur1439907622.jpg,"['Pisco', 'Lemon juice', 'Sugar', 'Ice', 'Egg White']","['2 oz ', '1 oz ', '1-2 tblsp ', '1', None]","question Generate a cocktail with Pisco Lemon juice Sugar Ice Egg White answer Vigorously shake and strain contents in a cocktail shaker with ice cubes, then pour into glass and garnish with bitters.
"
